Crop,Year,Avg_temp (C?),Avg_Humidity,Avg_Rainfall(mm),Season,Fertilizer,Nitrogen (Kg/ha,Phosphorus (Kg/ha),Potassium(Kg/ha),pH,Soil Type,Seed Rate (kg/ha),Crop Yield (kg/ha),Area (ha),Pesticides,Pesticides Rate (ml/ha),Herbicides,Herbicides Rate (ml/ha),seed_type
Maize,2018,27.74,51.65,162.5,Dry,NPK 12-11-12,120,60,50,5.2,loamy,25,3500,1,Gammalin 20,1680,"2,4-D",1630,DK-649
Maize,2010,26.25,54.58,200.4,Dry,NPK 12-11-12,120,60,50,5.4,clay,25,2950,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,SC-419
Maize,2002,26.11,54.04,130.6,Dry,NPK 12-11-12,120,60,50,6.05,clay,25,2800,1,Nogos 50,30,METOLACHLOR,1200,SC-419
Rice,2022,27.77,50.73,197.6,Dry,NPK 12-11-12,50,30,30,5.2,loamy,50,4500,1,Vetox 85,1680,GuardForce,1600,Faro-55
Maize,2004,27.68,82.15,190.9,Rainy,NPK 12-11-12,120,60,50,5.9,sandy,25,2500,1,Nogos 50,30,FORCE UP (GLYPHOSATE),2600,SC-612
Rice,2011,27.19,84.87,194.7,Rainy,NPK 12-11-12,50,30,30,5.5,clay,50,3000,1,Gammalin 20,1680,Propalnil + 2.4 D,6000,Faro-54
Maize,2017,26.9,80.38,195.7,Rainy,NPK 12-11-12,100,50,50,4.4,sandy,25,3500,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),5500,DK-234
Maize,2020,26.61,83.41,124.5,Rainy,NPK 12-11-12,100,50,50,4.05,loamy,25,3500,1,Nogos 50,30,RiceForce (oxadiazon),4000,Oba-98
Rice,2008,26.53,84.99,171.9,Rainy,NPK 2-1-1,50,30,30,5.3,loamy,50,6590,1,Vetox 85,1680,ATALAR,2000,Gawal-R1
Maize,2003,26.63,84.23,133.1,Rainy,NPK 2-1-1,120,60,50,5.2,loamy,25,3500,1,Gammalin 20,1680,Bispyribac Sodium,150,DK-777
Rice,2018,27.67,81.81,140.3,Rainy,NPK 2-1-1,50,30,30,6.6,loamy,50,2800,1,Vetox 85,1680,Propalnil + 2.4 D,5110,Faro-24
Rice,2022,26.94,83.81,222.9,Rainy,NPK 2-1-1,50,30,30,6.1,sandy,50,2700,1,Gammalin 20,1680,BUTACHLOR,3000,Faro-55
Rice,2010,27.36,80.62,176.7,Rainy,NPK 2-1-1,50,30,30,5.4,loamy,50,2800,1,Nogos 50,30,BentaForce,1500,Faro-24
Rice,2007,27.92,80.92,152.2,Rainy,NPK 2-1-1,50,30,30,6.5,loamy,50,2950,1,Vetox 85,1680,BUTACHLOR,3000,Faro-44
Maize,2020,26.82,81.34,263.9,Rainy,NPK 2-1-1,50,30,30,6.1,clay,25,3550,1,Nogos 50,35,3MAIZEFORCE,3100,DK-234
Rice,2000,26.23,80.83,189.3,Rainy,NPK 2-1-1,50,30,30,4.1,clay,50,6050,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Gawal-R1
Rice,2016,27.41,83.66,166.6,Rainy,NPK 2-1-1,50,30,30,4.9,clay,50,3250,1,Nogos 50,30,POWERFORCE (Atrazine + Paraquat),4500,Faro-54
Rice,2000,27.37,80.08,209,Rainy,NPK 2-1-1,50,30,30,6.4,sandy,50,4500,1,Nogos 50,30,ATALAR,1500,Faro-54
Maize,2011,27.56,83.93,184.5,Rainy,NPK 2-1-1,120,60,50,6.2,clay,25,2950,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),4500,DK-234
Rice,2000,26.6,80.52,240,Rainy,NPK 2-1-1,50,30,30,4.1,loamy,50,3590,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),3500,Faro-44
Maize,2014,27.24,84.91,140.6,Rainy,NPK 2-1-1,120,60,50,5.2,sandy,25,3050,1,Vetox 85,1680,ATALAR,2000,DK-777
Rice,2016,26.69,81.42,197.7,Rainy,NPK 2-1-1,50,30,30,5.9,clay,50,3090,1,Nogos 50,30,ATALAR,1800,Faro-55
Rice,2003,27.57,81.68,119.3,Rainy,NPK 2-1-1,50,30,30,5.2,loamy,50,8000,1,Vetox 85,1680,BUTACHLOR,3000,Gawal-R1
Maize,2016,26.98,83.82,171.7,Rainy,NPK 2-1-1,120,60,50,6.6,clay,25,4900,1,Nogos 50,30,PARAFORCE (PARAQUAT),2000,DK-777
Rice,2014,27.21,83.59,144.4,Rainy,NPK 2-1-1,50,30,30,5.06,loamy,50,2990,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),2000,Faro-54
Maize,2021,26.82,80.19,115.1,Rainy,NPK 2-1-1,120,60,50,5.8,loamy,25,4800,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2400,Oba-98
Maize,2020,27.33,81.92,290,Rainy,NPK 2-1-1,120,60,50,5.3,loamy,25,4900,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2000,DK-234
Rice,2004,26.42,53.17,135.3,Dry,NPK 2-1-1,50,30,30,6.1,sandy,50,7900,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2500,Gawal-R1
Rice,2005,26.19,51.19,160.1,Dry,NPK 2-1-1,50,30,30,6.7,loamy,50,8500,1,Nogos 50,30,GuardForce,1800,Gawal-R1
Maize,2017,27.82,52.73,151.9,Dry,NPK 2-1-1,120,60,50,4.3,loamy,25,4690,1,Gammalin 20,1680,ATALAR,2000,SC-612
Maize,2001,26.8,53.48,147.9,Dry,NPK 2-1-1,120,60,50,4.9,loamy,25,5500,1,Gammalin 20,1680,Bispyribac Sodium,300,DK-234
Maize,2020,27.96,53.89,192.6,Dry,NPK 2-1-1,120,60,50,4.7,clay,25,3000,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2600,DK-234
Maize,2006,26,50.97,122.9,Dry,NPK 2-1-1,120,60,50,4.6,clay,25,3990,1,Nogos 50,30,Bispyribac Sodium,300,DK-777
Rice,2020,27.67,50.01,166.5,Dry,NPK 2-1-1,50,30,30,5.1,loamy,50,3050,1,Gammalin 20,1680,RiceForce (oxadiazon),4900,Faro-54
Maize,2018,26.02,51.86,133.4,Dry,NPK 2-1-1,120,60,50,5.6,sandy,25,3950,1,Nogos 50,30,Propalnil + 2.4 D,5000,DK-234
Rice,2012,27.3,52.08,143.7,Dry,NPK 2-1-1,50,30,30,4.7,loamy,50,3999,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2000,Faro-24
Rice,2014,27.29,52.1,191.9,Dry,NPK 2-1-1,60,30,30,6.4,clay,50,5500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),3500,Faro-44
Maize,2012,26.21,53,170.5,Dry,NPK 2-1-1,120,60,50,6.9,clay,25,2950,1,Nogos 50,30,FORCE UP (GLYPHOSATE),3100,SC-612
Maize,2015,26.56,54.73,160,Dry,NPK 2-1-1,120,60,50,4.5,sandy,25,3590,1,Nogos 50,30,Propalnil + 2.4 D,5900,DK-234
Maize,2022,27.96,52.2,159.7,Dry,NPK 2-1-1,120,60,50,6.5,loamy,25,3050,1,Nogos 50,30,BUTACHLOR,3000,SC-419
Rice,2004,26.76,54,127.9,Dry,NPK 2-1-1,60,30,30,6.7,clay,50,3090,1,Nogos 50,30,METOLACHLOR,1800,Faro-54
Rice,2016,26.88,52.55,135.2,Dry,NPK 12-11-12,50,30,30,4.4,loamy,50,2990,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),2000,Faro-55
Rice,2016,26.22,53.32,199.5,Dry,NPK 12-11-12,50,30,30,6.2,sandy,50,6500,1,Vetox 85,1680,Propalnil + 2.4 D,5000,Faro-44
Rice,2005,27.85,54.61,142.5,Dry,NPK 12-11-12,60,30,30,4.9,sandy,50,6500,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,Gawal-R1
Maize,2010,27.61,50.59,199.9,Dry,NPK 12-11-12,120,60,50,5.3,clay,25,3999,1,Gammalin 20,1680,ATALAR,2000,DK-234
Rice,2014,26.98,53.34,101.8,Dry,NPK 12-11-12,50,30,30,4.3,loamy,50,3090,1,Nogos 50,30,BentaForce,1300,Faro-55
Rice,2007,26.12,54.81,198.5,Dry,NPK 12-11-12,50,30,30,4.04,clay,50,3900,1,Gammalin 20,1680,GuardForce,1200,Faro-54
Rice,2013,26.39,51.63,105.9,Dry,NPK 12-11-12,50,30,30,6.5,clay,50,6900,1,Vetox 85,1680,METOLACHLOR,2700,Gawal-R1
Rice,2020,26.73,54.75,190,Dry,NPK 12-11-12,50,30,30,5.6,loamy,50,8900,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Gawal-R1
Maize,2020,26.72,51.84,183.9,Dry,NPK 12-11-12,120,50,50,6.5,sandy,25,4100,1,Nogos 50,30,"2,4-D",2000,Oba-98
Maize,2008,26.64,84.58,118.3,Rainy,NPK 20:10:10,120,60,50,5.9,loamy,25,3500,1,Nogos 50,30,Propalnil + 2.4 D,5200,SC-419
Rice,2014,27.66,84.02,115.8,Rainy,NPK 20:10:10,50,30,30,6.9,sandy,50,3999,1,Gammalin 20,1680,GuardForce,2700,Faro-54
Maize,2010,27.52,84.32,195.3,Rainy,NPK 20:10:10,100,50,50,6.2,loamy,25,2700,1,Vetox 85,1680,RiceForce (oxadiazon),4000,SC-612
Maize,2004,26.1,82.73,323.7,Rainy,NPK 20:10:10,100,50,50,5.9,sandy,25,2800,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),5000,SC-612
Maize,2012,26.58,82.14,195.7,Rainy,NPK 20:10:10,100,50,50,6.4,loamy,25,3950,1,Nogos 50,30,BentaForce,2700,Oba-98
Maize,2015,26.35,84.53,107.5,Rainy,NPK 20:10:10,100,50,50,5.9,sandy,25,3550,1,Nogos 50,30,Bispyribac Sodium,150,Oba-98
Rice,2018,26.47,83.65,190.3,Rainy,NPK 20:10:10,50,30,30,4.8,loamy,50,6050,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,Faro-55
Rice,2014,26.78,80.28,377.4,Rainy,NPK 20:10:10,50,30,30,4.4,loamy,50,3250,1,Nogos 50,30,"2,4-D",3300,Faro-55
Rice,2021,27.63,83.32,144.5,Rainy,NPK 20:10:10,50,30,30,6.6,clay,50,4500,1,Gammalin 20,1680,Bispyribac Sodium,300,Faro-54
Rice,2004,26.13,81.72,142,Rainy,NPK 20:10:10,50,30,30,4.2,loamy,50,2900,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-44
Maize,2013,27.99,82.6,205.2,Rainy,NPK 20:10:10,120,60,50,4.5,sandy,25,4900,1,Nogos 50,30,GuardForce,2500,SC-612
Maize,2015,26.65,84.08,125.9,Rainy,NPK 2-1-1,120,60,50,5.04,sandy,25,3500,1,Nogos 50,30,ATRAFORCE (ATRAZINE),2600,SC-419
Rice,2003,27.86,80.46,190.8,Rainy,NPK 2-1-1,50,30,30,4.3,clay,50,2950,1,Gammalin 20,1680,BentaForce,1500,Faro-44
Maize,2020,26.04,80.43,166.4,Rainy,NPK 2-1-1,120,60,50,5.7,loamy,25,3500,1,Nogos 50,30,GuardForce,1800,SC-419
Maize,2017,26.59,82.61,198.7,Rainy,NPK 2-1-1,120,60,50,5.6,loamy,25,4050,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),3200,Oba-98
Maize,2014,27.99,80.05,170.4,Rainy,NPK 2-1-1,120,60,50,4.4,clay,25,3950,1,Vetox 85,1680,PARAFORCE (PARAQUAT),2400,SC-612
Maize,2022,26.05,84.16,163.2,Rainy,NPK 2-1-1,120,60,50,6.8,loamy,25,3999,1,Vetox 85,1680,METOLACHLOR,3700,DK-234
Maize,2005,27.88,81.99,126.5,Rainy,NPK 2-1-1,120,60,50,5.8,loamy,25,3500,1,Vetox 85,1680,BentaForce,4100,DK-234
Rice,2007,26.42,82.73,206.1,Rainy,NPK 2-1-1,50,30,30,4.5,loamy,50,3450,1,Gammalin 20,1680,BentaForce,5800,Faro-44
Maize,2004,27.42,84.31,183.4,Rainy,NPK 2-1-1,120,60,50,4.6,sandy,25,6590,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),3200,DK-234
Rice,2014,27.68,82.73,127.9,Rainy,NPK 2-1-1,50,30,30,4.9,loamy,50,3500,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-55
Maize,2010,27.88,84.18,136.9,Rainy,NPK 2-1-1,120,60,50,4.3,sandy,25,3999,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),5600,SC-419
Rice,2021,26.28,81.86,195.8,Rainy,NPK 2-1-1,60,30,30,6.6,loamy,50,2700,1,Vetox 85,1680,ATALAR,2500,Faro-24
Rice,2014,27.52,83.3,124.2,Rainy,NPK 2-1-1,60,30,30,6.1,clay,50,9800,1,Gammalin 20,1680,RiceForce (oxadiazon),4000,Gawal-R1
Rice,2019,27.37,80.69,152.2,Rainy,NPK 2-1-1,60,30,30,6.8,sandy,50,2950,1,Gammalin 20,1680,3MAIZEFORCE,1300,Faro-24
Rice,2010,26.55,83.24,102.1,Rainy,NPK 2-1-1,60,30,30,4.5,sandy,50,3550,1,Nogos 50,30,RiceForce (oxadiazon),4000,Faro-24
Maize,2003,26.74,80.01,106.9,Rainy,NPK 2-1-1,120,60,50,5.3,clay,25,6050,1,Vetox 85,1680,POWERFORCE (Atrazine + Paraquat),5800,DK-649
Maize,2018,26.97,81.28,140.7,Rainy,NPK 2-1-1,100,50,50,4.3,loamy,25,3250,1,Nogos 50,30,FORCE UP (GLYPHOSATE),4400,Oba-98
Rice,2015,27.61,80.99,178.2,Rainy,NPK 2-1-1,50,30,30,5.1,sandy,50,4500,1,Nogos 50,30,ATALAR,3990,Faro-24
Rice,2018,27.01,81.22,101.2,Rainy,NPK 2-1-1,50,30,30,5.9,sandy,50,3300,1,Vetox 85,1680,BentaForce,2400,Faro-54
Maize,2000,26.87,83.51,192.9,Rainy,NPK 2-1-1,120,60,50,4.8,loamy,25,3500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2500,DK-234
Maize,2001,26.58,80.96,186.2,Rainy,NPK 2-1-1,120,60,50,5.4,sandy,25,3999,1,Gammalin 20,1680,ATALAR,2800,SC-419
Rice,2021,27.04,81.87,125.7,Rainy,NPK 2-1-1,50,30,30,6.5,loamy,50,2500,1,Vetox 85,1680,BUTACHLOR,3000,Faro-54
Maize,2003,26.56,82.74,162.8,Rainy,NPK 2-1-1,100,50,50,4.4,clay,25,3000,1,Vetox 85,1680,"2,4-D",3900,SC-419
Maize,2004,27.63,80.03,142.1,Rainy,NPK 2-1-1,100,50,50,6.4,clay,25,3500,1,Vetox 85,1680,ATALAR,3100,DK-777
Rice,2013,26.65,83.62,123.9,Rainy,NPK 2-1-1,50,30,30,5.5,sandy,50,3200,1,Vetox 85,1680,3MAIZEFORCE,1200,Faro-55
Rice,2021,26.56,81.38,198.2,Rainy,NPK 2-1-1,50,30,30,6.9,clay,50,3999,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),4800,Faro-54
Maize,2014,27.05,82.31,175,Rainy,NPK 2-1-1,120,60,50,5.4,sandy,25,3500,1,Vetox 85,1680,Propalnil + 2.4 D,5100,SC-612
Rice,2011,27.87,83.75,179.7,Rainy,NPK 2-1-1,50,30,30,6.3,loamy,50,3000,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2700,Gawal-R1
Maize,2009,26.09,80.57,199.8,Rainy,NPK 2-1-1,180,60,50,4.8,clay,25,2800,1,Vetox 85,1680,Propalnil + 2.4 D,5000,DK-649
Maize,2010,26.27,80.34,102.5,Rainy,NPK 2-1-1,180,60,50,6.8,loamy,25,2800,1,Gammalin 20,1680,ATALAR,2200,DK-649
Rice,2005,27.24,83.27,1029,Rainy,NPK 2-1-1,50,30,30,4.04,clay,50,2950,1,Gammalin 20,1680,GuardForce,2600,Faro-55
Rice,2014,27.15,83.59,116.7,Rainy,NPK 2-1-1,50,30,30,5.4,sandy,50,3550,1,Nogos 50,30,BUTACHLOR,4300,Faro-44
Rice,2013,27.95,82.52,183.3,Rainy,NPK 2-1-1,60,30,30,5.05,sandy,50,3050,1,Gammalin 20,1680,Propalnil + 2.4 D,2200,Faro-55
Maize,2018,27.07,83.38,190.2,Rainy,NPK 2-1-1,180,60,50,5.6,loamy,25,3250,1,Gammalin 20,1680,Propalnil + 2.4 D,2600,Oba-98
Rice,2000,26.85,80.46,192.4,Rainy,NPK 2-1-1,50,30,30,5.9,clay,50,4000,1,Gammalin 20,1680,METOLACHLOR,1500,Faro-24
Rice,2022,27.28,83.25,164.6,Rainy,NPK 2-1-1,60,30,30,4.1,loamy,50,2950,1,Nogos 50,30,GuardForce,3400,Faro-24
Maize,2014,27.94,82.92,195.1,Rainy,NPK 2-1-1,180,60,50,4.3,clay,25,3590,1,Gammalin 20,1666,Bispyribac Sodium,150,DK-234
Rice,2008,26.67,82.06,131.3,Rainy,NPK 2-1-1,50,30,30,6.2,clay,50,3050,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),4500,Faro-24
Rice,2000,27.48,82.67,143.6,Rainy,NPK 2-1-1,50,30,30,4.5,sandy,50,3090,1,Vetox 85,1680,"2,4-D",2900,Faro-54
Maize,2015,26.73,81.32,111.4,Rainy,NPK 2-1-1,180,50,50,5.6,clay,25,2990,1,Nogos 50,30,BentaForce,5300,Oba-98
Rice,2012,27.12,80.24,246.8,Rainy,NPK 12-11-12,50,30,30,5.06,sandy,50,6500,1,Gammalin 20,1666,BentaForce,4200,Faro-54
Rice,2017,26.96,84.11,300.4,Rainy,NPK 12-11-12,50,30,30,5.9,loamy,50,6000,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-54
Rice,2019,27.32,81.14,131.8,Rainy,NPK 12-11-12,50,30,30,6.6,clay,50,3300,1,Vetox 85,1680,ATALAR,2100,Faro-55
Rice,2014,27.17,81.81,135.9,Rainy,NPK 12-11-12,50,30,30,4.9,clay,50,3090,1,Vetox 85,1680,METOLACHLOR,2000,Faro-55
Maize,2010,26.8,82.62,183.4,Rainy,NPK 12-11-12,100,50,50,4.5,sandy,25,3900,1,Vetox 85,1680,METOLACHLOR,2500,DK-777
Rice,2000,26.29,84.22,201.2,Rainy,NPK 12-11-12,50,30,30,5.3,sandy,50,3900,1,Gammalin 20,1680,3MAIZEFORCE,4700,Faro-55
Maize,2011,26.25,83.41,330.9,Rainy,NPK 12-11-12,180,60,50,5.7,loamy,25,5500,1,Nogos 50,30,3MAIZEFORCE,3100,SC-612
Maize,2005,27.77,81.44,129.1,Rainy,NPK 12-11-12,180,60,50,5.4,sandy,25,6500,1,Nogos 50,30,Bispyribac Sodium,2600,DK-649
Maize,2022,26.3,81.32,350.2,Rainy,NPK 12-11-12,180,60,50,6.6,sandy,25,2862,1,Vetox 85,1680,METOLACHLOR,1100,SC-419
Rice,2000,26.06,83.08,133.8,Rainy,NPK 12-11-12,50,30,30,4.6,clay,50,9900,1,Nogos 50,30,GuardForce,1600,Gawal-R1
Maize,2009,26.66,80.88,182.7,Rainy,NPK 12-11-12,180,60,50,6.1,loamy,25,2950,1,Gammalin 20,1680,ATRAFORCE (ATRAZINE),2600,DK-777
Maize,2000,26.63,84.16,195.9,Rainy,NPK 12-11-12,180,60,50,6.3,loamy,25,2150,1,Vetox 85,1680,BentaForce,5100,SC-419
Rice,2008,26.85,81.89,195.8,Rainy,NPK 12-11-12,50,30,30,5.8,loamy,50,2709,1,Vetox 85,1680,POWERFORCE (Atrazine + Paraquat),1400,Faro-55
Maize,2012,26.12,84.57,243.2,Rainy,NPK 12-11-12,100,50,50,5.5,sandy,25,3050,1,Nogos 50,30,ATRAFORCE (ATRAZINE),1050,SC-612
Maize,2018,26.99,80.68,245.8,Rainy,NPK 12-11-12,100,50,50,4.8,loamy,25,4990,1,Nogos 50,30,RiceForce (oxadiazon),4000,Oba-98
Maize,2002,26.2,80.43,168.4,Rainy,NPK 12-11-12,100,50,50,5.9,loamy,25,4090,1,Nogos 50,30,FORCE UP (GLYPHOSATE),4500,DK-234
Maize,2000,26.54,54.11,102.8,Dry,NPK 12-11-12,100,50,50,5.6,clay,25,6000,1,Nogos 50,30,PARAFORCE (PARAQUAT),1700,SC-419
Rice,2003,26.21,53.58,148.1,Dry,NPK 12-11-12,50,30,30,4.9,clay,50,2900,1,Nogos 50,30,"2,4-D",4800,Faro-55
Rice,2008,27.46,50.82,134.1,Dry,NPK 12-11-12,50,30,30,4.2,clay,50,9500,1,Nogos 50,30,ATRAFORCE (ATRAZINE),3400,Gawal-R1
Rice,2000,27.05,54.61,120.3,Dry,NPK 12-11-12,50,30,30,4.3,clay,50,1950,1,Gammalin 20,1680,BentaForce,1100,Faro-54
Maize,2017,26.21,53.2,187.8,Dry,NPK 12-11-12,180,50,50,4.8,loamy,25,2190,1,Gammalin 20,1680,METOLACHLOR,1500,DK-649
Maize,2007,26.16,51.82,113.3,Dry,NPK 12-11-12,180,50,50,6.5,sandy,25,2050,1,Gammalin 20,1680,PARAFORCE (PARAQUAT),4100,DK-777
Maize,2006,26.29,53.35,136.6,Dry,NPK 12-11-12,180,50,50,4.2,clay,25,9482,1,Vetox 85,1680,FORCE UP (GLYPHOSATE),4200,DK-649
Maize,2016,27.31,52.74,113.6,Dry,NPK 12-11-12,180,50,50,6.6,sandy,25,9961,1,Nogos 50,30,Propalnil + 2.4 D,3300,DK-649
Maize,2012,26.93,51.17,125.5,Dry,NPK 12-11-12,180,50,50,6.6,loamy,25,3999,1,Gammalin 20,1680,GuardForce,2900,DK-649
Rice,2022,27,53.36,183.6,Dry,NPK 12-11-12,50,30,30,5.1,sandy,25,2950,1,Nogos 50,30,RiceForce (oxadiazon),4000,Faro-54
Maize,2015,27.31,53.05,176.6,Dry,NPK 12-11-12,180,50,50,5.7,sandy,25,3500,1,Nogos 50,30,FORCE UP (GLYPHOSATE),1100,SC-612
Maize,2002,26.91,54.84,156.9,Dry,NPK 12-11-12,180,50,50,4.1,clay,25,3999,1,Gammalin 20,1680,Bispyribac Sodium,4300,DK-234
Rice,2004,26.42,52.46,111.8,Dry,NPK 12-11-12,50,30,30,6.4,loamy,50,7500,1,Nogos 50,30,GuardForce,5000,Gawal-R1
Maize,2012,27.24,52.56,132.9,Dry,NPK 12-11-12,180,50,50,5.9,loamy,25,3000,1,Vetox 85,1680,GuardForce,3900,DK-234
Maize,2014,27.95,54.07,187.9,Dry,NPK 12-11-12,180,50,50,5.8,clay,25,3500,1,Nogos 50,30,PARAFORCE (PARAQUAT),2100,DK-234
Maize,2012,27.03,51.79,132.2,Dry,NPK 12-11-12,180,50,50,5.5,loamy,25,3000,1,Nogos 50,30,3MAIZEFORCE,3100,SC-612
Rice,2013,26.44,53.6,185.4,Dry,NPK 12-11-12,50,30,30,4.4,sandy,50,2500,1,Vetox 85,1680,RiceForce (oxadiazon),4000,Faro-55
Maize,2000,26.69,53.47,127.1,Dry,NPK 12-11-12,180,50,50,4.6,loamy,25,3500,1,Nogos 50,30,Bispyribac Sodium,2100,SC-612
Rice,2013,27.08,53.53,163.4,Dry,NPK 12-11-12,50,30,30,6.2,loamy,50,2950,1,Nogos 50,30,PARAFORCE (PARAQUAT),3600,Gawal-R1
Maize,2020,26.05,50.18,186.3,Dry,NPK 12-11-12,180,50,50,5.3,sandy,25,3500,1,Gammalin 20,1680,Propalnil + 2.4 D,5300,DK-649
Rice,2003,26.93,51.5,122.7,Dry,NPK 12-11-12,50,30,30,4.6,sandy,50,3990,1,Nogos 50,35,ATALAR,3500,Faro-54
Maize,2019,26.88,52.01,194,Dry,NPK 12-11-12,180,50,50,4.2,loamy,25,2500,1,Nogos 50,30,ATALAR,2000,DK-234
Maize,2018,27.74,50.21,161.6,Dry,NPK 12-11-12,180,50,50,6.02,sandy,25,3000,1,Vetox 85,1680,ATALAR,4900,DK-234
Maize,2020,27.06,50.72,151.2,Dry,NPK 12-11-12,180,50,50,5.2,sandy,25,3500,1,Gammalin 20,1680,POWERFORCE (Atrazine + Paraquat),5800,Oba-98
Rice,2010,27.63,50.42,182.6,Dry,NPK 12-11-12,50,30,30,4.2,loamy,50,3990,1,Nogos 50,30,METOLACHLOR,5800,Gawal-R1
Maize,2009,27.8,50.32,196.1,Dry,NPK 12-11-12,180,50,50,4.1,loamy,25,2500,1,Vetox 85,1680,BentaForce,4400,DK-649
Rice,2014,27.8,52.06,102.5,Dry,NPK 12-11-12,50,30,30,5.1,clay,50,3500,1,Vetox 85,1680,Bispyribac Sodium,5800,Faro-54
Rice,2009,27.42,51.11,199.3,Dry,NPK 12-11-12,50,30,30,6.8,sandy,50,3999,1,Nogos 50,30,ATRAFORCE (ATRAZINE),4300,Faro-55
Rice,2020,26.84,50.44,111.1,Dry,NPK 12-11-12,50,30,30,4.2,sandy,50,2700,1,Gammalin 20,1660,METOLACHLOR,1800,Faro-55
Rice,2003,26.13,51.48,136.7,Dry,NPK 12-11-12,50,30,30,6.4,clay,50,2800,1,Vetox 85,1680,ATRAFORCE (ATRAZINE),4600,Faro-54
Maize,2010,27.09,54.44,154.4,Dry,NPK 12-11-12,180,60,50,6.4,sandy,25,2950,1,Vetox 85,1680,"2,4-D",4300,SC-612
Rice,2012,27.13,52.77,167.5,Dry,NPK 12-11-12,50,30,30,4.7,loamy,50,5500,1,Vetox 85,1680,"2,4-D",4500,Gawal-R1
Maize,2020,27.66,50.39,170.9,Dry,NPK 12-11-12,180,60,50,6.6,sandy,25,3050,1,Gammalin 20,1680,GuardForce,2600,SC-612
Maize,2014,27.49,52.29,172.6,Dry,NPK 12-11-12,180,60,50,5.2,clay,25,3250,1,Nogos 50,30,BUTACHLOR,5800,Oba-98
Rice,2008,27.06,50.74,126.8,Dry,NPK 12-11-12,50,30,30,4.9,sandy,50,7900,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),2100,Gawal-R1
Rice,2022,27.34,52.75,132,Dry,NPK 12:12:17,50,30,30,6.5,clay,50,6500,1,Nogos 50,30,METOLACHLOR,1900,Faro-55
Rice,2016,26.76,51.23,122.7,Dry,NPK 12:12:17,50,30,30,6.1,loamy,50,6500,1,Gammalin 20,1680,BUTACHLOR,3000,Faro-55
Maize,2013,26.8,52.31,199.6,Dry,NPK 12:12:17,180,50,50,6.6,clay,25,6500,1,Gammalin 20,1680,GuardForce,5600,DK-234
Maize,2010,27.83,54.2,201.5,Dry,NPK 12:12:17,180,50,50,6.7,sandy,25,4900,1,Vetox 85,1680,BUTACHLOR,3000,SC-612
Maize,2013,26.52,52.26,168.6,Dry,NPK 12:12:17,180,50,50,6.2,sandy,25,2900,1,Vetox 85,1680,PARAFORCE (PARAQUAT),4200,SC-419
Maize,2009,26.83,50.14,179.1,Dry,NPK 12:12:17,180,50,50,4.1,clay,25,8500,1,Gammalin 20,1680,FORCE UP (GLYPHOSATE),3500,DK-649
Maize,2020,27.63,53.54,151.5,Dry,NPK 12:12:17,180,50,50,4.5,sandy,25,4500,1,Nogos 50,30,BentaForce,3600,Oba-98
Maize,2011,27.03,53.54,101.2,Dry,NPK 12:12:17,180,50,50,4.04,loamy,25,5500,1,Vetox 85,1680,BentaForce,1900,DK-234
Maize,2013,27.52,51.67,130.3,Dry,NPK 12:12:17,180,50,50,6.6,loamy,25,5999,1,Nogos 50,30,ATRAFORCE (ATRAZINE),5900,SC-612
Maize,2020,26.25,51.51,198.5,Dry,NPK 12:12:17,180,50,50,5.6,loamy,25,6999,1,Nogos 50,30,3MAIZEFORCE,2600,DK-649
Maize,2012,26.98,51.79,120.9,Dry,NPK 12:12:17,180,50,50,6.7,sandy,25,6500,1,Gammalin 20,1680,METOLACHLOR,2600,DK-649
Maize,2021,27.29,51.24,152.3,Dry,NPK 12:12:17,180,50,50,4.9,clay,25,6990,1,Vetox 85,1680,BentaForce,1700,Oba-98
